Diagnostic Test Type ,Surveillance Year,Week ending Code ,Week ending Date,HHS region ,RSV Detections,RSV Tests,Outlier
PCR,1112,1129,23-Jul-11,3,0,133,0
PCR,1112,1130,30-Jul-11,3,0,150,0
PCR,1112,1131,6-Aug-11,3,2,146,0
PCR,1112,1132,13-Aug-11,3,0,144,0
PCR,1112,1133,20-Aug-11,3,2,137,0
PCR,1112,1134,27-Aug-11,3,4,120,0
PCR,1112,1135,3-Sep-11,3,3,121,0
PCR,1112,1136,10-Sep-11,3,1,145,0
PCR,1112,1137,17-Sep-11,3,1,177,0
PCR,1112,1138,24-Sep-11,3,2,199,0
PCR,1112,1139,1-Oct-11,3,1,208,0
PCR,1112,1140,8-Oct-11,3,3,235,0
PCR,1112,1141,15-Oct-11,3,7,265,0
PCR,1112,1142,22-Oct-11,3,8,214,0
PCR,1112,1143,29-Oct-11,3,8,221,0
PCR,1112,1144,5-Nov-11,3,17,280,0
PCR,1112,1145,12-Nov-11,3,18,305,0
PCR,1112,1146,19-Nov-11,3,29,320,0
PCR,1112,1147,26-Nov-11,3,35,264,0
PCR,1112,1148,3-Dec-11,3,50,314,0
PCR,1112,1149,10-Dec-11,3,57,318,0
PCR,1112,1150,17-Dec-11,3,74,308,0
PCR,1112,1151,24-Dec-11,3,77,313,0
PCR,1112,1152,31-Dec-11,3,95,382,0
PCR,1112,1201,7-Jan-12,3,104,397,0
PCR,1112,1202,14-Jan-12,3,82,391,0
PCR,1112,1203,21-Jan-12,3,67,350,0
PCR,1112,1204,28-Jan-12,3,99,389,0
PCR,1112,1205,4-Feb-12,3,71,385,0
PCR,1112,1206,11-Feb-12,3,73,405,0
PCR,1112,1207,18-Feb-12,3,66,392,0
PCR,1112,1208,25-Feb-12,3,44,395,0
PCR,1112,1209,3-Mar-12,3,36,334,0
PCR,1112,1210,10-Mar-12,3,34,340,0
PCR,1112,1211,17-Mar-12,3,30,343,0
PCR,1112,1212,24-Mar-12,3,26,338,0
PCR,1112,1213,31-Mar-12,3,15,336,0
PCR,1112,1214,7-Apr-12,3,17,372,0
PCR,1112,1215,14-Apr-12,3,10,305,0
PCR,1112,1216,21-Apr-12,3,3,279,0
PCR,1112,1217,28-Apr-12,3,9,277,0
PCR,1112,1218,5-May-12,3,11,274,0
PCR,1112,1219,12-May-12,3,7,285,0
PCR,1112,1220,19-May-12,3,4,266,0
PCR,1112,1221,26-May-12,3,6,221,0
PCR,1112,1222,2-Jun-12,3,4,213,0
PCR,1112,1223,9-Jun-12,3,0,208,0
PCR,1112,1224,16-Jun-12,3,2,193,0
PCR,1112,1225,23-Jun-12,3,0,216,0
PCR,1112,1226,30-Jun-12,3,2,174,0
PCR,1112,1127,9-Jul-11,4,0,60,0
PCR,1112,1128,16-Jul-11,4,0,67,0
PCR,1112,1129,23-Jul-11,4,1,55,0
PCR,1112,1130,30-Jul-11,4,1,57,0
PCR,1112,1131,6-Aug-11,4,1,72,0
PCR,1112,1132,13-Aug-11,4,1,100,0
PCR,1112,1133,20-Aug-11,4,2,99,0
PCR,1112,1134,27-Aug-11,4,3,116,0
PCR,1112,1135,3-Sep-11,4,4,160,0
PCR,1112,1136,10-Sep-11,4,6,173,0
PCR,1112,1137,17-Sep-11,4,14,166,0
PCR,1112,1138,24-Sep-11,4,5,176,0
PCR,1112,1139,1-Oct-11,4,12,197,0
PCR,1112,1140,8-Oct-11,4,16,218,0
PCR,1112,1141,15-Oct-11,4,11,159,0
PCR,1112,1142,22-Oct-11,4,20,260,0
PCR,1112,1143,29-Oct-11,4,18,254,0
PCR,1112,1144,5-Nov-11,4,17,243,0
PCR,1112,1145,12-Nov-11,4,19,231,0
PCR,1112,1146,19-Nov-11,4,30,294,0
PCR,1112,1147,26-Nov-11,4,51,248,0
PCR,1112,1148,3-Dec-11,4,41,300,0
PCR,1112,1149,10-Dec-11,4,38,142,0
PCR,1112,1150,17-Dec-11,4,74,319,0
PCR,1112,1151,24-Dec-11,4,90,320,0
PCR,1112,1152,31-Dec-11,4,78,334,0
PCR,1112,1201,7-Jan-12,4,63,309,0
PCR,1112,1202,14-Jan-12,4,59,321,0
PCR,1112,1203,21-Jan-12,4,48,289,0
PCR,1112,1204,28-Jan-12,4,55,287,0
PCR,1112,1205,4-Feb-12,4,41,291,0
PCR,1112,1206,11-Feb-12,4,51,369,0
PCR,1112,1207,18-Feb-12,4,40,354,0
PCR,1112,1208,25-Feb-12,4,42,323,0
PCR,1112,1209,3-Mar-12,4,40,376,0
PCR,1112,1210,10-Mar-12,4,20,259,0
PCR,1112,1211,17-Mar-12,4,21,323,0
PCR,1112,1212,24-Mar-12,4,15,258,0
PCR,1112,1213,31-Mar-12,4,9,109,0
PCR,1112,1214,7-Apr-12,4,11,243,0
PCR,1112,1215,14-Apr-12,4,10,294,0
PCR,1112,1216,21-Apr-12,4,6,208,0
PCR,1112,1217,28-Apr-12,4,3,207,0
PCR,1112,1218,5-May-12,4,4,178,0
PCR,1112,1219,12-May-12,4,2,93,0
PCR,1112,1220,19-May-12,4,2,88,0
PCR,1112,1221,26-May-12,4,1,159,0
PCR,1112,1222,2-Jun-12,4,5,150,0
PCR,1112,1223,9-Jun-12,4,5,213,0
PCR,1112,1224,16-Jun-12,4,0,102,0
PCR,1112,1225,23-Jun-12,4,4,185,0
PCR,1112,1226,30-Jun-12,4,1,88,0
PCR,1112,1127,9-Jul-11,5,3,267,0
PCR,1112,1128,16-Jul-11,5,3,334,0
PCR,1112,1129,23-Jul-11,5,3,299,0
PCR,1112,1130,30-Jul-11,5,0,268,0
PCR,1112,1131,6-Aug-11,5,3,249,0
PCR,1112,1132,13-Aug-11,5,0,269,0
PCR,1112,1133,20-Aug-11,5,0,305,0
PCR,1112,1134,27-Aug-11,5,1,321,0
PCR,1112,1135,3-Sep-11,5,1,328,0
PCR,1112,1136,10-Sep-11,5,2,414,0
PCR,1112,1137,17-Sep-11,5,2,436,0
PCR,1112,1138,24-Sep-11,5,1,603,0
PCR,1112,1139,1-Oct-11,5,1,568,0
PCR,1112,1140,8-Oct-11,5,3,643,0
PCR,1112,1141,15-Oct-11,5,6,620,0
PCR,1112,1142,22-Oct-11,5,1,713,0
PCR,1112,1143,29-Oct-11,5,4,709,0
PCR,1112,1144,5-Nov-11,5,3,710,0
PCR,1112,1145,12-Nov-11,5,9,819,0
PCR,1112,1146,19-Nov-11,5,9,693,0
PCR,1112,1147,26-Nov-11,5,13,715,0
PCR,1112,1148,3-Dec-11,5,12,824,0
PCR,1112,1149,10-Dec-11,5,18,793,0
PCR,1112,1150,17-Dec-11,5,41,784,0
PCR,1112,1151,24-Dec-11,5,55,857,0
PCR,1112,1152,31-Dec-11,5,98,782,0
PCR,1112,1201,7-Jan-12,5,122,1038,0
PCR,1112,1202,14-Jan-12,5,138,977,0
PCR,1112,1203,21-Jan-12,5,181,980,0
PCR,1112,1204,28-Jan-12,5,181,939,0
PCR,1112,1205,4-Feb-12,5,215,1036,0
PCR,1112,1206,11-Feb-12,5,302,1189,0
PCR,1112,1207,18-Feb-12,5,272,1175,0
PCR,1112,1208,25-Feb-12,5,333,1326,0
PCR,1112,1209,3-Mar-12,5,352,1359,0
PCR,1112,1210,10-Mar-12,5,294,1373,0
PCR,1112,1211,17-Mar-12,5,273,1427,0
PCR,1112,1212,24-Mar-12,5,220,1273,0
PCR,1112,1213,31-Mar-12,5,168,1060,0
PCR,1112,1214,7-Apr-12,5,153,1105,0
PCR,1112,1215,14-Apr-12,5,83,967,0
PCR,1112,1216,21-Apr-12,5,64,916,0
PCR,1112,1217,28-Apr-12,5,52,925,0
PCR,1112,1218,5-May-12,5,37,732,0
PCR,1112,1219,12-May-12,5,28,663,0
PCR,1112,1220,19-May-12,5,22,640,0
PCR,1112,1221,26-May-12,5,23,565,0
PCR,1112,1222,2-Jun-12,5,19,508,0
PCR,1112,1223,9-Jun-12,5,8,531,0
PCR,1112,1224,16-Jun-12,5,1,495,0
PCR,1112,1225,23-Jun-12,5,0,405,0
PCR,1112,1226,30-Jun-12,5,5,355,0
PCR,1112,1127,9-Jul-11,6,0,148,0
PCR,1112,1128,16-Jul-11,6,0,147,0
PCR,1112,1129,23-Jul-11,6,1,157,0
PCR,1112,1130,30-Jul-11,6,0,151,0
PCR,1112,1131,6-Aug-11,6,0,149,0
PCR,1112,1132,13-Aug-11,6,2,167,0
PCR,1112,1133,20-Aug-11,6,1,134,0
PCR,1112,1134,27-Aug-11,6,0,150,0
PCR,1112,1135,3-Sep-11,6,0,239,0
PCR,1112,1136,10-Sep-11,6,1,273,0
PCR,1112,1137,17-Sep-11,6,1,221,0
PCR,1112,1138,24-Sep-11,6,0,212,0
PCR,1112,1139,1-Oct-11,6,2,296,0
PCR,1112,1140,8-Oct-11,6,1,253,0
PCR,1112,1141,15-Oct-11,6,7,263,0
PCR,1112,1142,22-Oct-11,6,3,295,0
PCR,1112,1143,29-Oct-11,6,2,329,0
PCR,1112,1144,5-Nov-11,6,7,382,0
PCR,1112,1145,12-Nov-11,6,5,330,0
PCR,1112,1146,19-Nov-11,6,8,365,0
PCR,1112,1147,26-Nov-11,6,4,324,0
PCR,1112,1148,3-Dec-11,6,23,404,0
PCR,1112,1149,10-Dec-11,6,52,424,0
PCR,1112,1150,17-Dec-11,6,53,416,0
PCR,1112,1151,24-Dec-11,6,78,415,0
PCR,1112,1152,31-Dec-11,6,90,473,0
PCR,1112,1201,7-Jan-12,6,86,455,0
PCR,1112,1202,14-Jan-12,6,82,467,0
PCR,1112,1203,21-Jan-12,6,79,448,0
PCR,1112,1204,28-Jan-12,6,71,463,0
PCR,1112,1205,4-Feb-12,6,58,509,0
PCR,1112,1206,11-Feb-12,6,77,450,0
PCR,1112,1207,18-Feb-12,6,34,351,0
PCR,1112,1208,25-Feb-12,6,49,481,0
PCR,1112,1209,3-Mar-12,6,45,525,0
PCR,1112,1210,10-Mar-12,6,40,504,0
PCR,1112,1211,17-Mar-12,6,16,419,0
PCR,1112,1212,24-Mar-12,6,16,441,0
PCR,1112,1213,31-Mar-12,6,9,386,0
PCR,1112,1214,7-Apr-12,6,14,355,0
PCR,1112,1215,14-Apr-12,6,6,336,0
PCR,1112,1216,21-Apr-12,6,6,399,0
PCR,1112,1217,28-Apr-12,6,1,331,0
PCR,1112,1218,5-May-12,6,0,280,0
PCR,1112,1219,12-May-12,6,3,249,0
PCR,1112,1220,19-May-12,6,1,252,0
PCR,1112,1221,26-May-12,6,1,297,0
PCR,1112,1222,2-Jun-12,6,2,185,0
PCR,1112,1223,9-Jun-12,6,0,251,0
PCR,1112,1224,16-Jun-12,6,1,162,0
PCR,1112,1225,23-Jun-12,6,0,220,0
PCR,1112,1226,30-Jun-12,6,2,185,0
PCR,1112,1127,9-Jul-11,7,0,9,0
PCR,1112,1128,16-Jul-11,7,1,11,0
PCR,1112,1129,23-Jul-11,7,0,15,0
PCR,1112,1130,30-Jul-11,7,0,11,0
PCR,1112,1131,6-Aug-11,7,0,8,0
PCR,1112,1132,13-Aug-11,7,0,9,0
PCR,1112,1133,20-Aug-11,7,0,11,0
PCR,1112,1134,27-Aug-11,7,0,8,0
PCR,1112,1135,3-Sep-11,7,0,6,0
PCR,1112,1136,10-Sep-11,7,0,15,0
PCR,1112,1137,17-Sep-11,7,0,12,0
PCR,1112,1138,24-Sep-11,7,0,12,0
PCR,1112,1139,1-Oct-11,7,0,11,0
PCR,1112,1140,8-Oct-11,7,0,39,0
PCR,1112,1141,15-Oct-11,7,0,30,0
PCR,1112,1142,22-Oct-11,7,0,46,0
PCR,1112,1143,29-Oct-11,7,0,31,0
PCR,1112,1144,5-Nov-11,7,0,39,0
PCR,1112,1145,12-Nov-11,7,1,46,0
PCR,1112,1146,19-Nov-11,7,1,40,0
PCR,1112,1147,26-Nov-11,7,1,32,0
PCR,1112,1148,3-Dec-11,7,3,44,0
PCR,1112,1149,10-Dec-11,7,0,29,0
PCR,1112,1150,17-Dec-11,7,2,46,0
PCR,1112,1151,24-Dec-11,7,0,38,0
PCR,1112,1152,31-Dec-11,7,2,41,0
PCR,1112,1201,7-Jan-12,7,2,37,0
PCR,1112,1202,14-Jan-12,7,4,50,0
PCR,1112,1203,21-Jan-12,7,4,36,0
PCR,1112,1204,28-Jan-12,7,4,30,0
PCR,1112,1205,4-Feb-12,7,7,66,0
PCR,1112,1206,11-Feb-12,7,6,76,0
PCR,1112,1207,18-Feb-12,7,11,72,1
PCR,1112,1208,25-Feb-12,7,4,51,0
PCR,1112,1209,3-Mar-12,7,7,62,0
PCR,1112,1210,10-Mar-12,7,4,45,0
PCR,1112,1211,17-Mar-12,7,6,40,0
PCR,1112,1212,24-Mar-12,7,5,59,0
PCR,1112,1213,31-Mar-12,7,2,39,0
PCR,1112,1214,7-Apr-12,7,5,38,0
PCR,1112,1215,14-Apr-12,7,3,41,0
PCR,1112,1216,21-Apr-12,7,5,46,0
PCR,1112,1217,28-Apr-12,7,1,40,0
PCR,1112,1218,5-May-12,7,0,0,0
PCR,1112,1219,12-May-12,7,0,0,0
PCR,1112,1220,19-May-12,7,0,23,0
PCR,1112,1221,26-May-12,7,1,28,0
PCR,1112,1222,2-Jun-12,7,0,21,0
PCR,1112,1223,9-Jun-12,7,0,16,0
PCR,1112,1224,16-Jun-12,7,0,11,0
PCR,1112,1225,23-Jun-12,7,0,12,0
PCR,1112,1226,30-Jun-12,7,1,13,0
PCR,1112,1127,9-Jul-11,8,1,123,0
PCR,1112,1128,16-Jul-11,8,0,150,0
PCR,1112,1129,23-Jul-11,8,0,145,0
PCR,1112,1130,30-Jul-11,8,0,118,0
PCR,1112,1131,6-Aug-11,8,0,133,0
PCR,1112,1132,13-Aug-11,8,1,132,0
PCR,1112,1133,20-Aug-11,8,3,140,0
PCR,1112,1134,27-Aug-11,8,1,166,0
PCR,1112,1135,3-Sep-11,8,0,186,0
PCR,1112,1136,10-Sep-11,8,0,188,0
PCR,1112,1137,17-Sep-11,8,1,175,0
PCR,1112,1138,24-Sep-11,8,9,219,0
PCR,1112,1139,1-Oct-11,8,0,203,0
PCR,1112,1140,8-Oct-11,8,1,226,0
PCR,1112,1141,15-Oct-11,8,0,234,0
PCR,1112,1142,22-Oct-11,8,1,222,0
PCR,1112,1143,29-Oct-11,8,0,254,0
PCR,1112,1144,5-Nov-11,8,0,235,0
PCR,1112,1145,12-Nov-11,8,1,274,0
PCR,1112,1146,19-Nov-11,8,1,272,0
PCR,1112,1147,26-Nov-11,8,3,258,0
PCR,1112,1148,3-Dec-11,8,2,321,0
PCR,1112,1149,10-Dec-11,8,4,298,0
PCR,1112,1150,17-Dec-11,8,3,270,0
PCR,1112,1151,24-Dec-11,8,12,290,0
PCR,1112,1152,31-Dec-11,8,13,321,0
PCR,1112,1201,7-Jan-12,8,19,385,0
PCR,1112,1202,14-Jan-12,8,19,342,0
PCR,1112,1203,21-Jan-12,8,26,371,0
PCR,1112,1204,28-Jan-12,8,41,382,0
PCR,1112,1205,4-Feb-12,8,43,498,0
PCR,1112,1206,11-Feb-12,8,42,537,0
PCR,1112,1207,18-Feb-12,8,79,578,0
PCR,1112,1208,25-Feb-12,8,80,601,0
PCR,1112,1209,3-Mar-12,8,80,648,0
PCR,1112,1210,10-Mar-12,8,91,652,0
PCR,1112,1211,17-Mar-12,8,77,682,0
PCR,1112,1212,24-Mar-12,8,59,610,0
PCR,1112,1213,31-Mar-12,8,59,572,0
PCR,1112,1214,7-Apr-12,8,38,443,0
PCR,1112,1215,14-Apr-12,8,47,484,0
PCR,1112,1216,21-Apr-12,8,42,418,0
PCR,1112,1217,28-Apr-12,8,21,357,0
PCR,1112,1218,5-May-12,8,20,349,0
PCR,1112,1219,12-May-12,8,13,228,0
PCR,1112,1220,19-May-12,8,20,219,0
PCR,1112,1221,26-May-12,8,6,215,0
PCR,1112,1222,2-Jun-12,8,9,174,0
PCR,1112,1223,9-Jun-12,8,11,197,0
PCR,1112,1224,16-Jun-12,8,9,171,0
PCR,1112,1225,23-Jun-12,8,3,148,0
PCR,1112,1226,30-Jun-12,8,0,62,0
PCR,1112,1127,9-Jul-11,9,0,129,0
PCR,1112,1128,16-Jul-11,9,1,121,0
PCR,1112,1129,23-Jul-11,9,1,152,0
PCR,1112,1130,30-Jul-11,9,0,120,0
PCR,1112,1131,6-Aug-11,9,0,123,0
PCR,1112,1132,13-Aug-11,9,0,127,0
PCR,1112,1133,20-Aug-11,9,0,124,0
PCR,1112,1134,27-Aug-11,9,0,120,0
PCR,1112,1135,3-Sep-11,9,0,116,0
PCR,1112,1136,10-Sep-11,9,0,126,0
PCR,1112,1137,17-Sep-11,9,2,173,0
PCR,1112,1138,24-Sep-11,9,0,158,0
PCR,1112,1139,1-Oct-11,9,2,195,0
PCR,1112,1140,8-Oct-11,9,0,203,0
PCR,1112,1141,15-Oct-11,9,1,211,0
PCR,1112,1142,22-Oct-11,9,4,184,0
PCR,1112,1143,29-Oct-11,9,4,211,0
PCR,1112,1144,5-Nov-11,9,2,202,0
PCR,1112,1145,12-Nov-11,9,3,261,0
PCR,1112,1146,19-Nov-11,9,3,295,0
PCR,1112,1147,26-Nov-11,9,2,221,0
PCR,1112,1148,3-Dec-11,9,8,255,0
PCR,1112,1149,10-Dec-11,9,6,276,0
PCR,1112,1150,17-Dec-11,9,6,293,0
PCR,1112,1151,24-Dec-11,9,5,292,0
PCR,1112,1152,31-Dec-11,9,7,242,0
PCR,1112,1201,7-Jan-12,9,13,301,0
PCR,1112,1202,14-Jan-12,9,13,287,0
PCR,1112,1203,21-Jan-12,9,24,306,0
PCR,1112,1204,28-Jan-12,9,33,359,0
PCR,1112,1205,4-Feb-12,9,28,356,0
PCR,1112,1206,11-Feb-12,9,21,405,0
PCR,1112,1207,18-Feb-12,9,39,374,0
PCR,1112,1208,25-Feb-12,9,28,351,0
PCR,1112,1209,3-Mar-12,9,36,320,0
PCR,1112,1210,10-Mar-12,9,35,438,0
PCR,1112,1211,17-Mar-12,9,27,369,0
PCR,1112,1212,24-Mar-12,9,20,367,0
PCR,1112,1213,31-Mar-12,9,20,349,0
PCR,1112,1214,7-Apr-12,9,19,348,0
PCR,1112,1215,14-Apr-12,9,15,301,0
PCR,1112,1216,21-Apr-12,9,16,293,0
PCR,1112,1217,28-Apr-12,9,8,277,0
PCR,1112,1218,5-May-12,9,6,256,0
PCR,1112,1219,12-May-12,9,7,255,0
PCR,1112,1220,19-May-12,9,3,208,0
PCR,1112,1221,26-May-12,9,3,241,0
PCR,1112,1222,2-Jun-12,9,1,191,0
PCR,1112,1223,9-Jun-12,9,2,204,0
PCR,1112,1224,16-Jun-12,9,2,211,0
PCR,1112,1225,23-Jun-12,9,3,173,0
PCR,1112,1226,30-Jun-12,9,2,176,0
PCR,1213,1227,7-Jul-12,1,0,2,0
PCR,1213,1228,14-Jul-12,1,0,4,0
PCR,1213,1229,21-Jul-12,1,0,11,0
PCR,1213,1230,28-Jul-12,1,0,8,0
PCR,1213,1231,4-Aug-12,1,0,2,0
PCR,1213,1232,11-Aug-12,1,0,6,0
PCR,1213,1233,18-Aug-12,1,0,12,0
PCR,1213,1234,25-Aug-12,1,0,9,0
PCR,1213,1235,1-Sep-12,1,0,4,0
PCR,1213,1236,8-Sep-12,1,0,9,0
PCR,1213,1237,15-Sep-12,1,0,6,0
PCR,1213,1238,22-Sep-12,1,0,7,0
PCR,1213,1239,29-Sep-12,1,0,8,0
PCR,1213,1240,6-Oct-12,1,0,15,0
PCR,1213,1241,13-Oct-12,1,0,17,0
PCR,1213,1242,20-Oct-12,1,1,24,0
PCR,1213,1243,27-Oct-12,1,1,33,0
PCR,1213,1244,3-Nov-12,1,0,30,0
PCR,1213,1245,10-Nov-12,1,1,28,0
PCR,1213,1246,17-Nov-12,1,3,32,0
PCR,1213,1247,24-Nov-12,1,0,26,0
PCR,1213,1248,1-Dec-12,1,1,21,0
PCR,1213,1249,8-Dec-12,1,4,42,0
PCR,1213,1250,15-Dec-12,1,8,64,0
PCR,1213,1251,22-Dec-12,1,11,113,0
PCR,1213,1252,29-Dec-12,1,10,134,0
PCR,1213,1301,5-Jan-13,1,13,176,0
PCR,1213,1302,12-Jan-13,1,21,249,0
PCR,1213,1303,19-Jan-13,1,35,257,1
PCR,1213,1304,26-Jan-13,1,28,214,0
PCR,1213,1305,2-Feb-13,1,22,206,0
PCR,1213,1306,9-Feb-13,1,27,160,0
PCR,1213,1307,16-Feb-13,1,31,129,0
PCR,1213,1308,23-Feb-13,1,19,136,0
PCR,1213,1309,2-Mar-13,1,17,98,0
PCR,1213,1310,9-Mar-13,1,10,81,0
PCR,1213,1311,16-Mar-13,1,13,93,0
PCR,1213,1312,23-Mar-13,1,7,94,0
PCR,1213,1313,30-Mar-13,1,7,62,0
PCR,1213,1314,6-Apr-13,1,5,59,0
PCR,1213,1315,13-Apr-13,1,2,71,0
PCR,1213,1316,20-Apr-13,1,5,50,0
PCR,1213,1317,27-Apr-13,1,3,39,0
PCR,1213,1318,4-May-13,1,0,43,0
PCR,1213,1319,11-May-13,1,1,23,0
PCR,1213,1320,18-May-13,1,0,20,0
PCR,1213,1321,25-May-13,1,0,12,0
PCR,1213,1322,1-Jun-13,1,0,7,0
PCR,1213,1323,8-Jun-13,1,0,17,0
PCR,1213,1324,15-Jun-13,1,0,6,0
PCR,1213,1325,22-Jun-13,1,0,4,0
PCR,1213,1326,29-Jun-13,1,0,4,0
PCR,1213,1227,7-Jul-12,10,0,129,0
PCR,1213,1228,14-Jul-12,10,0,123,0
PCR,1213,1229,21-Jul-12,10,1,140,0
PCR,1213,1230,28-Jul-12,10,1,136,0
PCR,1213,1231,4-Aug-12,10,1,103,0
PCR,1213,1232,11-Aug-12,10,2,122,0
PCR,1213,1233,18-Aug-12,10,1,138,0
PCR,1213,1234,25-Aug-12,10,0,157,0
PCR,1213,1235,1-Sep-12,10,0,135,0
PCR,1213,1236,8-Sep-12,10,2,115,0
PCR,1213,1237,15-Sep-12,10,0,164,0
PCR,1213,1238,22-Sep-12,10,1,143,0
PCR,1213,1239,29-Sep-12,10,1,190,0
PCR,1213,1240,6-Oct-12,10,2,205,0
PCR,1213,1241,13-Oct-12,10,2,218,0
PCR,1213,1242,20-Oct-12,10,1,202,0
PCR,1213,1243,27-Oct-12,10,3,223,0
PCR,1213,1244,3-Nov-12,10,4,215,0
PCR,1213,1245,10-Nov-12,10,7,230,0
PCR,1213,1246,17-Nov-12,10,6,226,0
PCR,1213,1247,24-Nov-12,10,16,297,0
PCR,1213,1248,1-Dec-12,10,15,289,0
PCR,1213,1249,8-Dec-12,10,23,341,0
PCR,1213,1250,15-Dec-12,10,41,373,0
PCR,1213,1251,22-Dec-12,10,58,426,0
PCR,1213,1252,29-Dec-12,10,64,403,0
PCR,1213,1301,5-Jan-13,10,88,586,0
PCR,1213,1302,12-Jan-13,10,131,862,0
PCR,1213,1303,19-Jan-13,10,137,963,0
PCR,1213,1304,26-Jan-13,10,153,992,0
PCR,1213,1305,2-Feb-13,10,164,948,0
PCR,1213,1306,9-Feb-13,10,151,843,0
PCR,1213,1307,16-Feb-13,10,126,733,0
PCR,1213,1308,23-Feb-13,10,72,564,0
PCR,1213,1309,2-Mar-13,10,108,486,0
PCR,1213,1310,9-Mar-13,10,52,482,0
PCR,1213,1311,16-Mar-13,10,69,507,0
PCR,1213,1312,23-Mar-13,10,53,405,0
PCR,1213,1313,30-Mar-13,10,34,362,0
PCR,1213,1314,6-Apr-13,10,25,288,0
PCR,1213,1315,13-Apr-13,10,19,269,0
PCR,1213,1316,20-Apr-13,10,26,261,0
PCR,1213,1317,27-Apr-13,10,11,204,0
PCR,1213,1318,4-May-13,10,3,149,0
PCR,1213,1319,11-May-13,10,11,188,0
PCR,1213,1320,18-May-13,10,5,192,0
PCR,1213,1321,25-May-13,10,7,215,0
PCR,1213,1322,1-Jun-13,10,1,187,0
PCR,1213,1323,8-Jun-13,10,4,212,0
PCR,1213,1324,15-Jun-13,10,0,189,0
PCR,1213,1325,22-Jun-13,10,2,175,0
PCR,1213,1326,29-Jun-13,10,0,185,0
PCR,1213,1227,7-Jul-12,2,1,185,0
PCR,1213,1228,14-Jul-12,2,2,196,0
PCR,1213,1229,21-Jul-12,2,2,148,0
PCR,1213,1230,28-Jul-12,2,2,167,0
PCR,1213,1231,4-Aug-12,2,0,65,0
PCR,1213,1232,11-Aug-12,2,5,192,0
PCR,1213,1233,18-Aug-12,2,2,188,0
PCR,1213,1234,25-Aug-12,2,3,189,0
PCR,1213,1235,1-Sep-12,2,2,189,0
PCR,1213,1236,8-Sep-12,2,4,175,0
PCR,1213,1237,15-Sep-12,2,6,234,0
PCR,1213,1238,22-Sep-12,2,2,274,0
PCR,1213,1239,29-Sep-12,2,3,303,0
PCR,1213,1240,6-Oct-12,2,4,307,0
PCR,1213,1241,13-Oct-12,2,11,351,0
PCR,1213,1242,20-Oct-12,2,11,402,0
PCR,1213,1243,27-Oct-12,2,3,247,0
PCR,1213,1244,3-Nov-12,2,19,365,0
PCR,1213,1245,10-Nov-12,2,37,477,0
PCR,1213,1246,17-Nov-12,2,35,515,0
PCR,1213,1247,24-Nov-12,2,53,475,0
PCR,1213,1248,1-Dec-12,2,66,615,0
PCR,1213,1249,8-Dec-12,2,113,1000,0
PCR,1213,1250,15-Dec-12,2,172,1229,0
PCR,1213,1251,22-Dec-12,2,194,1472,0
PCR,1213,1252,29-Dec-12,2,206,1598,0
PCR,1213,1301,5-Jan-13,2,197,1557,0
PCR,1213,1302,12-Jan-13,2,241,2243,0
PCR,1213,1303,19-Jan-13,2,247,2227,0
PCR,1213,1304,26-Jan-13,2,207,1772,0
PCR,1213,1305,2-Feb-13,2,165,1573,0
PCR,1213,1306,9-Feb-13,2,188,1397,0
PCR,1213,1307,16-Feb-13,2,171,1248,0
PCR,1213,1308,23-Feb-13,2,145,1127,0
PCR,1213,1309,2-Mar-13,2,129,1100,0
PCR,1213,1310,9-Mar-13,2,95,992,0
PCR,1213,1311,16-Mar-13,2,71,1016,0
PCR,1213,1312,23-Mar-13,2,70,1006,0
PCR,1213,1313,30-Mar-13,2,88,1003,0
PCR,1213,1314,6-Apr-13,2,43,851,0
PCR,1213,1315,13-Apr-13,2,24,521,0
PCR,1213,1316,20-Apr-13,2,36,757,0
PCR,1213,1317,27-Apr-13,2,17,617,0
PCR,1213,1318,4-May-13,2,18,643,0
PCR,1213,1319,11-May-13,2,9,619,0
PCR,1213,1320,18-May-13,2,10,275,0
PCR,1213,1321,25-May-13,2,2,255,0
PCR,1213,1322,1-Jun-13,2,2,282,0
PCR,1213,1323,8-Jun-13,2,4,197,0
PCR,1213,1324,15-Jun-13,2,3,229,0
PCR,1213,1325,22-Jun-13,2,4,225,0
PCR,1213,1326,29-Jun-13,2,2,212,0
PCR,1213,1227,7-Jul-12,3,0,170,0
PCR,1213,1228,14-Jul-12,3,5,194,0
PCR,1213,1229,21-Jul-12,3,0,174,0
PCR,1213,1230,28-Jul-12,3,2,173,0
PCR,1213,1231,4-Aug-12,3,0,143,0
PCR,1213,1232,11-Aug-12,3,0,169,0
PCR,1213,1233,18-Aug-12,3,3,201,0
PCR,1213,1234,25-Aug-12,3,0,202,0
PCR,1213,1235,1-Sep-12,3,1,194,0
PCR,1213,1236,8-Sep-12,3,1,195,0
PCR,1213,1237,15-Sep-12,3,0,240,0
PCR,1213,1238,22-Sep-12,3,1,272,0
PCR,1213,1239,29-Sep-12,3,2,258,0
PCR,1213,1240,6-Oct-12,3,3,301,0
PCR,1213,1241,13-Oct-12,3,6,296,0
PCR,1213,1242,20-Oct-12,3,10,337,0
PCR,1213,1243,27-Oct-12,3,10,335,0
PCR,1213,1244,3-Nov-12,3,24,316,0
PCR,1213,1245,10-Nov-12,3,26,391,0
PCR,1213,1246,17-Nov-12,3,48,449,0
